Wall time,Step,Value
1649357776.83391,155889,0.5203031897544861
1649364000.766785,178159,0.5074587464332581
1649370232.0489514,200429,0.49704331159591675
1649376451.5492566,222699,0.487653911113739
1649382640.7104907,244969,0.49934256076812744
1649388874.6972966,267239,0.49199989438056946
