Wall time,Step,Value
1649470009.8359153,289509,0.4902651607990265
1649488732.6490672,311779,0.49649837613105774
1649507411.4140186,334049,0.4787050187587738
1649526112.6686652,356319,0.475286066532135
1649544740.784182,378589,0.4753481447696686
1649563354.1916018,400859,0.4631212651729584
1649582019.5789824,423129,0.47762331366539
1649600655.442881,445399,0.4607003927230835
